State,Year,Week,ILITotal,TotalPatients
New York,2011,5,528,13056
North Carolina,2011,5,1370,24368
North Dakota,2011,5,25,2040
Ohio,2011,5,555,15888
Oklahoma,2011,5,287,2236
Oregon,2011,5,55,3389
Pennsylvania,2011,5,758,17335
Rhode Island,2011,5,81,5765
South Carolina,2011,5,726,10187
South Dakota,2011,5,155,5395
Tennessee,2011,5,841,13144
Texas,2011,5,3086,46194
Utah,2011,5,133,6546
Vermont,2011,5,97,3915
Virginia,2011,5,3859,72151
Washington,2011,5,75,2668
West Virginia,2011,5,438,12611
Wisconsin,2011,5,121,4047
Wyoming,2011,5,145,4957
New York City,2011,5,2198,88873
Alabama,2011,6,1586,13782
Alaska,2011,6,41,2093
Arizona,2011,6,769,27699
Arkansas,2011,6,285,3527
California,2011,6,1987,40658
Colorado,2011,6,548,20775
Connecticut,2011,6,96,5443
Delaware,2011,6,99,4706
District of Columbia,2011,6,108,3105
Georgia,2011,6,1908,39163
Hawaii,2011,6,81,1717
Idaho,2011,6,224,4912
Illinois,2011,6,1774,41906
Indiana,2011,6,832,13702
Iowa,2011,6,81,4686
Kansas,2011,6,341,10672
Kentucky,2011,6,465,15302
Louisiana,2011,6,1596,21909
Maine,2011,6,100,6339
Maryland,2011,6,339,9281
Massachusetts,2011,6,697,29896
Michigan,2011,6,384,16862
Minnesota,2011,6,125,4977
Mississippi,2011,6,1020,16592
Missouri,2011,6,395,8065
Montana,2011,6,10,2816
Nebraska,2011,6,126,3423
Nevada,2011,6,756,20357
New Hampshire,2011,6,40,5511
New Jersey,2011,6,412,7026
New Mexico,2011,6,454,9262
New York,2011,6,572,14674
North Carolina,2011,6,1406,23157
North Dakota,2011,6,29,1815
Ohio,2011,6,418,18438
Oklahoma,2011,6,170,2322
Oregon,2011,6,89,3955
Pennsylvania,2011,6,687,18365
Rhode Island,2011,6,149,6432
South Carolina,2011,6,616,10195
South Dakota,2011,6,185,5776
Tennessee,2011,6,791,12606
Texas,2011,6,3280,40351
Utah,2011,6,299,10281
Vermont,2011,6,116,4245
Virginia,2011,6,3731,72740
Washington,2011,6,63,2908
West Virginia,2011,6,524,13144
Wisconsin,2011,6,135,4599
Wyoming,2011,6,167,4945
New York City,2011,6,2354,93901
Alabama,2011,7,1450,12114
Alaska,2011,7,69,1557
Arizona,2011,7,770,29238
Arkansas,2011,7,410,5007
California,2011,7,2036,40145
Colorado,2011,7,654,22338
Connecticut,2011,7,109,5496
Delaware,2011,7,125,4642
District of Columbia,2011,7,78,2790
Georgia,2011,7,1835,38942
Hawaii,2011,7,97,1695
Idaho,2011,7,301,5008
Illinois,2011,7,1739,43006
Indiana,2011,7,844,14125
Iowa,2011,7,105,4788
Kansas,2011,7,397,10665
Kentucky,2011,7,329,15366
Louisiana,2011,7,1656,22467
Maine,2011,7,150,6581
Maryland,2011,7,269,8801
Massachusetts,2011,7,726,27374
Michigan,2011,7,375,16332
Minnesota,2011,7,162,5144
Mississippi,2011,7,1089,18259
Missouri,2011,7,528,8647
Montana,2011,7,20,2852
Nebraska,2011,7,156,3520
Nevada,2011,7,784,19293
New Hampshire,2011,7,37,5592
New Jersey,2011,7,351,5741
New Mexico,2011,7,625,9713
New York,2011,7,537,13303
North Carolina,2011,7,1305,25923
North Dakota,2011,7,48,2128
Ohio,2011,7,409,18282
Oklahoma,2011,7,176,2457
Oregon,2011,7,94,3667
Pennsylvania,2011,7,663,18324
Rhode Island,2011,7,189,6933
South Carolina,2011,7,456,9407
South Dakota,2011,7,275,6325
Tennessee,2011,7,781,13081
Texas,2011,7,4821,58329
Utah,2011,7,152,6192
Vermont,2011,7,128,3723
Virginia,2011,7,3743,72778
Washington,2011,7,114,2752
West Virginia,2011,7,727,14196
Wisconsin,2011,7,130,4621
Wyoming,2011,7,125,4805
New York City,2011,7,2475,95165
Alabama,2011,8,1200,12407
Alaska,2011,8,65,2215
Arizona,2011,8,681,29789
Arkansas,2011,8,271,4491
California,2011,8,1775,34306
Colorado,2011,8,637,22302
Connecticut,2011,8,110,5553
Delaware,2011,8,101,4335
District of Columbia,2011,8,35,2129
Georgia,2011,8,1596,39344
Hawaii,2011,8,88,1586
Idaho,2011,8,287,4584
Illinois,2011,8,1568,40630
Indiana,2011,8,664,13218
Iowa,2011,8,107,4841
Kansas,2011,8,403,11867
Kentucky,2011,8,459,17843
Louisiana,2011,8,1102,21809
Maine,2011,8,101,5241
Maryland,2011,8,213,8113
Massachusetts,2011,8,618,25160
Michigan,2011,8,428,15792
Minnesota,2011,8,140,4687
Mississippi,2011,8,865,17240
Missouri,2011,8,466,8575
Montana,2011,8,28,2541
Nebraska,2011,8,300,3640
Nevada,2011,8,762,18733
New Hampshire,2011,8,37,4827
New Jersey,2011,8,421,6285
New Mexico,2011,8,516,9685
New York,2011,8,420,11220
North Carolina,2011,8,962,25728
North Dakota,2011,8,57,2125
Ohio,2011,8,316,16575
Oklahoma,2011,8,185,3274
Oregon,2011,8,59,3259
Pennsylvania,2011,8,591,17359
Rhode Island,2011,8,286,5777
South Carolina,2011,8,364,9454
South Dakota,2011,8,244,5855
Tennessee,2011,8,446,12491
Texas,2011,8,3641,54666
Utah,2011,8,90,4764
Vermont,2011,8,100,3941
Virginia,2011,8,3184,73043
Washington,2011,8,94,2469
West Virginia,2011,8,765,14029
Wisconsin,2011,8,120,4340
Wyoming,2011,8,107,4516
New York City,2011,8,2397,91654
Alabama,2011,9,737,10835
Alaska,2011,9,116,2377
Arizona,2011,9,454,26517
Arkansas,2011,9,308,4441
California,2011,9,2007,40133
Colorado,2011,9,591,22070
Connecticut,2011,9,76,5659
Delaware,2011,9,89,4147
District of Columbia,2011,9,55,2710
Georgia,2011,9,1048,37144
Hawaii,2011,9,94,1789
Idaho,2011,9,290,5180
Illinois,2011,9,1579,42730
Indiana,2011,9,509,13366
Iowa,2011,9,101,4626
Kansas,2011,9,350,11338
Kentucky,2011,9,291,16315
Louisiana,2011,9,602,14637
Maine,2011,9,123,6463
Maryland,2011,9,199,9295
Massachusetts,2011,9,532,27450
Michigan,2011,9,291,13637
Minnesota,2011,9,161,4983
Mississippi,2011,9,677,15900
Missouri,2011,9,344,8827
Montana,2011,9,32,2866
Nebraska,2011,9,261,3837
Nevada,2011,9,535,11171
New Hampshire,2011,9,47,5004
New Jersey,2011,9,440,7664
New Mexico,2011,9,413,8543
New York,2011,9,328,12037
North Carolina,2011,9,522,23115
North Dakota,2011,9,67,2221
Ohio,2011,9,273,16231
Oklahoma,2011,9,129,2702
Oregon,2011,9,68,3557
Pennsylvania,2011,9,485,16662
Rhode Island,2011,9,175,7055
South Carolina,2011,9,241,8349
South Dakota,2011,9,242,6223
Tennessee,2011,9,369,11707
Texas,2011,9,2401,52359
Utah,2011,9,66,5574
Vermont,2011,9,82,3595
Virginia,2011,9,2411,69415
Washington,2011,9,98,2825
West Virginia,2011,9,596,13784
Wisconsin,2011,9,149,4667
Wyoming,2011,9,106,4636
New York City,2011,9,1885,92859
Alabama,2011,10,593,10179
Alaska,2011,10,87,2462
Arizona,2011,10,443,26049
Arkansas,2011,10,109,4176
California,2011,10,1853,39472
Colorado,2011,10,451,21433
Connecticut,2011,10,37,3197
Delaware,2011,10,73,4331
District of Columbia,2011,10,63,2728
Georgia,2011,10,794,33524
Hawaii,2011,10,61,1179
Idaho,2011,10,299,4609
Illinois,2011,10,1345,42161
Indiana,2011,10,342,12539
Iowa,2011,10,55,3819
Kansas,2011,10,255,10183
Kentucky,2011,10,144,15170
Louisiana,2011,10,596,16835
Maine,2011,10,73,6081
Maryland,2011,10,177,8885
Massachusetts,2011,10,585,28628
Michigan,2011,10,353,16165
Minnesota,2011,10,133,4682
Mississippi,2011,10,621,15465
Missouri,2011,10,336,7974
Montana,2011,10,22,2746
Nebraska,2011,10,192,3260
Nevada,2011,10,619,18908
New Hampshire,2011,10,28,5292
New Jersey,2011,10,247,4886
New Mexico,2011,10,347,9306
New York,2011,10,313,11501
North Carolina,2011,10,381,16378
North Dakota,2011,10,89,2110
Ohio,2011,10,236,15898
Oklahoma,2011,10,108,3022
Oregon,2011,10,76,3633
Pennsylvania,2011,10,368,13294
Rhode Island,2011,10,148,6515
South Carolina,2011,10,141,6435
South Dakota,2011,10,215,6136
Tennessee,2011,10,223,10386
Texas,2011,10,1784,48475
Utah,2011,10,154,8119
Vermont,2011,10,89,3242
Virginia,2011,10,1825,64358
Washington,2011,10,82,2689
West Virginia,2011,10,324,12417
Wisconsin,2011,10,148,4730
Wyoming,2011,10,71,4632
New York City,2011,10,1723,92023
Alabama,2011,11,390,9639
Alaska,2011,11,62,2307
Arizona,2011,11,310,23340
Arkansas,2011,11,129,3946
California,2011,11,1598,36008
Colorado,2011,11,387,21689
Connecticut,2011,11,37,4164
Delaware,2011,11,43,4537
District of Columbia,2011,11,61,2039
Georgia,2011,11,775,35901
Hawaii,2011,11,73,1723
Idaho,2011,11,202,4604
Illinois,2011,11,1284,38067
Indiana,2011,11,235,11463
Iowa,2011,11,66,3517
Kansas,2011,11,147,8309
Kentucky,2011,11,96,15035
Louisiana,2011,11,695,20730
Maine,2011,11,68,6351
Maryland,2011,11,146,8790
Massachusetts,2011,11,481,27027
Michigan,2011,11,249,14576
Minnesota,2011,11,128,4562
Mississippi,2011,11,581,15399
Missouri,2011,11,200,7871
Montana,2011,11,28,3434
Nebraska,2011,11,87,3005
Nevada,2011,11,564,18309
New Hampshire,2011,11,24,4429
New Jersey,2011,11,201,4287
New Mexico,2011,11,324,8981
New York,2011,11,339,11218
North Carolina,2011,11,298,20157
North Dakota,2011,11,44,1985
Ohio,2011,11,190,14817
Oklahoma,2011,11,83,2591
Oregon,2011,11,52,3200
Pennsylvania,2011,11,328,16251
Rhode Island,2011,11,84,6396
South Carolina,2011,11,113,7884
South Dakota,2011,11,168,6077
Tennessee,2011,11,176,11117
Texas,2011,11,1231,43231
Utah,2011,11,142,9274
Vermont,2011,11,62,2912
Virginia,2011,11,1561,68804
Washington,2011,11,73,2004
West Virginia,2011,11,304,11742
Wisconsin,2011,11,129,3470
Wyoming,2011,11,46,4153
New York City,2011,11,1676,92267
Alabama,2011,12,334,9714
Alaska,2011,12,48,1587
Arizona,2011,12,276,27693
Arkansas,2011,12,63,2723
California,2011,12,1111,33697
Colorado,2011,12,289,20983
Connecticut,2011,12,15,4215
Delaware,2011,12,22,4180
District of Columbia,2011,12,83,2869
Georgia,2011,12,665,37659
Hawaii,2011,12,24,1216
Idaho,2011,12,177,4034
Illinois,2011,12,1045,39643
Indiana,2011,12,217,13032
Iowa,2011,12,25,3880
Kansas,2011,12,96,6159
Kentucky,2011,12,79,16145
Louisiana,2011,12,585,20056
Maine,2011,12,55,6392
Maryland,2011,12,142,7983
Massachusetts,2011,12,424,28065
Michigan,2011,12,216,16475
Minnesota,2011,12,116,4862
Mississippi,2011,12,513,16874
Missouri,2011,12,184,7527
Montana,2011,12,30,3592
Nebraska,2011,12,48,3070
Nevada,2011,12,490,11402
New Hampshire,2011,12,20,5152
New Jersey,2011,12,183,5366
New Mexico,2011,12,254,8907
New York,2011,12,254,10989
North Carolina,2011,12,226,21359
North Dakota,2011,12,47,2076
Ohio,2011,12,90,13874
Oklahoma,2011,12,47,2515
Oregon,2011,12,35,2128
Pennsylvania,2011,12,253,15963
Rhode Island,2011,12,50,5571
South Carolina,2011,12,62,8052
South Dakota,2011,12,153,6046
Tennessee,2011,12,74,11695
Texas,2011,12,1082,34763
Utah,2011,12,123,10082
Vermont,2011,12,52,3391
Virginia,2011,12,1210,65301
Washington,2011,12,76,2483
West Virginia,2011,12,159,11743
Wisconsin,2011,12,33,3234
Wyoming,2011,12,34,4415
New York City,2011,12,1605,89787
Alabama,2011,13,291,9169
Alaska,2011,13,51,2379
Arizona,2011,13,272,24435
Arkansas,2011,13,65,3908
California,2011,13,1160,36250
Colorado,2011,13,192,19504
Connecticut,2011,13,41,6092
Delaware,2011,13,41,4233
District of Columbia,2011,13,67,2824
Georgia,2011,13,581,35417
Hawaii,2011,13,42,1522
Idaho,2011,13,102,3598
Illinois,2011,13,985,38600
Indiana,2011,13,119,12088
Iowa,2011,13,12,2111
Kansas,2011,13,83,7325
Kentucky,2011,13,127,18121
Louisiana,2011,13,392,21461
Maine,2011,13,48,6051
Maryland,2011,13,104,8485
Massachusetts,2011,13,459,29953
Michigan,2011,13,176,16157
Minnesota,2011,13,109,4990
Mississippi,2011,13,560,16677
Missouri,2011,13,131,6562
Montana,2011,13,14,3003
Nebraska,2011,13,31,2670
Nevada,2011,13,436,19128
New Hampshire,2011,13,26,5368
New Jersey,2011,13,239,5188
New Mexico,2011,13,224,8373
New York,2011,13,242,11974
North Carolina,2011,13,175,20868
North Dakota,2011,13,19,2244
Ohio,2011,13,112,12828
Oklahoma,2011,13,25,2060
Oregon,2011,13,47,3644
Pennsylvania,2011,13,244,15682
Rhode Island,2011,13,54,5956
South Carolina,2011,13,55,6944
South Dakota,2011,13,131,5841
Tennessee,2011,13,88,11492
Texas,2011,13,968,45332
Utah,2011,13,98,7705
Vermont,2011,13,55,3289
Virginia,2011,13,1173,64702
Washington,2011,13,42,2715
West Virginia,2011,13,136,10674
Wisconsin,2011,13,57,4400
Wyoming,2011,13,44,3932
New York City,2011,13,1587,89117
Alabama,2011,14,252,9175
Alaska,2011,14,49,2219
Arizona,2011,14,246,24661
Arkansas,2011,14,23,2703
California,2011,14,927,35023
Colorado,2011,14,182,20297
Connecticut,2011,14,16,4647
Delaware,2011,14,19,3999
District of Columbia,2011,14,3,1537
Georgia,2011,14,549,35896
Hawaii,2011,14,43,1536
Idaho,2011,14,107,3740
Illinois,2011,14,851,39523
Indiana,2011,14,107,11601
Iowa,2011,14,22,2359
Kansas,2011,14,70,7846
Kentucky,2011,14,44,12356
Louisiana,2011,14,467,18793
Maine,2011,14,47,6495
Maryland,2011,14,116,7375
Massachusetts,2011,14,399,28679
Michigan,2011,14,117,14023
Minnesota,2011,14,105,5132
Mississippi,2011,14,515,16420
Missouri,2011,14,109,6762
Montana,2011,14,6,2148
Nebraska,2011,14,29,3243
Nevada,2011,14,408,18443
New Hampshire,2011,14,10,5082
New Jersey,2011,14,185,5448
New Mexico,2011,14,200,8611
New York,2011,14,251,11263
North Carolina,2011,14,105,19570
North Dakota,2011,14,15,2078
Ohio,2011,14,71,11536
Oklahoma,2011,14,45,2872
Oregon,2011,14,38,3769
Pennsylvania,2011,14,264,15700
Rhode Island,2011,14,47,6703
South Carolina,2011,14,51,7956
South Dakota,2011,14,69,5097
Tennessee,2011,14,88,12510
Texas,2011,14,827,45138
Utah,2011,14,54,7178
Vermont,2011,14,60,3261
Virginia,2011,14,1028,68000
Washington,2011,14,18,2254
West Virginia,2011,14,103,10946
Wisconsin,2011,14,44,4393
Wyoming,2011,14,35,4179
New York City,2011,14,1657,91412
Alabama,2011,15,189,7063
Alaska,2011,15,31,2271
Arizona,2011,15,222,24803
Arkansas,2011,15,12,2735
California,2011,15,918,35693
Colorado,2011,15,167,20506
Connecticut,2011,15,8,3275
Delaware,2011,15,4,3468
District of Columbia,2011,15,1,1464
Georgia,2011,15,485,36440
Hawaii,2011,15,26,1405
Idaho,2011,15,107,3647
Illinois,2011,15,616,39220
Indiana,2011,15,68,11701
Iowa,2011,15,14,2219
Kansas,2011,15,51,8277
Kentucky,2011,15,43,14314
Louisiana,2011,15,242,16289
Maine,2011,15,33,5120
Maryland,2011,15,118,6080
Massachusetts,2011,15,364,28403
Michigan,2011,15,92,16466
Minnesota,2011,15,68,4849
Mississippi,2011,15,520,16606
Missouri,2011,15,93,6956
Montana,2011,15,8,3404
Nebraska,2011,15,38,2640
Nevada,2011,15,290,13722
New Hampshire,2011,15,3,5076
New Jersey,2011,15,140,5097
New Mexico,2011,15,137,7934
New York,2011,15,236,9978
North Carolina,2011,15,115,19623
North Dakota,2011,15,16,2014
Ohio,2011,15,51,11280
Oklahoma,2011,15,16,2373
Oregon,2011,15,30,3106
Pennsylvania,2011,15,213,15047
Rhode Island,2011,15,35,6616
South Carolina,2011,15,39,7798
South Dakota,2011,15,44,4816
Tennessee,2011,15,60,10867
Texas,2011,15,770,46101
Utah,2011,15,75,7784
Vermont,2011,15,56,2792
Virginia,2011,15,722,48569
Washington,2011,15,25,2576
West Virginia,2011,15,75,10647
Wisconsin,2011,15,34,4263
Wyoming,2011,15,21,4072
New York City,2011,15,1326,87751
Alabama,2011,16,194,7007
Alaska,2011,16,31,2195
Arizona,2011,16,257,23572
Arkansas,2011,16,18,2664
California,2011,16,736,32828
Colorado,2011,16,153,20023
Connecticut,2011,16,8,3469
Delaware,2011,16,3,3658
District of Columbia,2011,16,1,1326
Georgia,2011,16,490,36983
Hawaii,2011,16,34,1331
Idaho,2011,16,51,3431
Illinois,2011,16,640,37168
Indiana,2011,16,53,11166
Iowa,2011,16,10,2261
Kansas,2011,16,46,8183
Kentucky,2011,16,28,14960
Louisiana,2011,16,219,14243
Maine,2011,16,25,4438
Maryland,2011,16,130,6646
Massachusetts,2011,16,291,23236
Michigan,2011,16,97,15148
Minnesota,2011,16,57,4290
Mississippi,2011,16,438,15321
Missouri,2011,16,64,6442
Montana,2011,16,1,3357
Nebraska,2011,16,28,2656
Nevada,2011,16,372,11900
New Hampshire,2011,16,2,4530
New Jersey,2011,16,136,4869
New Mexico,2011,16,155,8278
New York,2011,16,197,8818
North Carolina,2011,16,60,16185
North Dakota,2011,16,6,1501
Ohio,2011,16,36,10118
Oklahoma,2011,16,14,2361
Oregon,2011,16,37,3450
Pennsylvania,2011,16,144,14841
Rhode Island,2011,16,27,5813
South Carolina,2011,16,36,7063
South Dakota,2011,16,49,4860
Tennessee,2011,16,65,11286
Texas,2011,16,683,41092
Utah,2011,16,40,6902
Vermont,2011,16,37,2578
Virginia,2011,16,774,58721
Washington,2011,16,33,2379
West Virginia,2011,16,69,9590
Wisconsin,2011,16,9,3580
Wyoming,2011,16,23,3996
New York City,2011,16,1293,84458
Alabama,2011,17,207,6305
Alaska,2011,17,17,1990
Arizona,2011,17,241,28842
Arkansas,2011,17,12,2633
California,2011,17,784,33442
Colorado,2011,17,177,19457
Connecticut,2011,17,10,4332
Delaware,2011,17,1,2187
District of Columbia,2011,17,0,1381
Georgia,2011,17,468,34443
Hawaii,2011,17,22,1242
Idaho,2011,17,68,3655
Illinois,2011,17,526,34493
Indiana,2011,17,53,10329
Iowa,2011,17,12,2170
Kansas,2011,17,48,6976
Kentucky,2011,17,35,19042
Louisiana,2011,17,308,16203
Maine,2011,17,23,4949
Maryland,2011,17,69,6559
Massachusetts,2011,17,247,24920
Michigan,2011,17,77,15442
Minnesota,2011,17,44,4338
Mississippi,2011,17,420,15429
Missouri,2011,17,43,6046
Montana,2011,17,0,3262
Nebraska,2011,17,13,2530
Nevada,2011,17,275,17709
New Hampshire,2011,17,7,4341
New Jersey,2011,17,189,6827
New Mexico,2011,17,141,8023
New York,2011,17,123,9068
North Carolina,2011,17,49,17789
North Dakota,2011,17,4,1901
Ohio,2011,17,39,10396
Oklahoma,2011,17,8,2724
Oregon,2011,17,31,3230
Pennsylvania,2011,17,142,14546
Rhode Island,2011,17,45,6296
South Carolina,2011,17,15,6046
South Dakota,2011,17,41,4657
Tennessee,2011,17,44,11399
Texas,2011,17,605,41857
Utah,2011,17,17,6591
Vermont,2011,17,36,2712
Virginia,2011,17,635,60064
Washington,2011,17,16,2465
West Virginia,2011,17,60,9448
Wisconsin,2011,17,18,4086
Wyoming,2011,17,14,4033
New York City,2011,17,1073,89156
Alabama,2011,18,198,6590
Alaska,2011,18,17,2130
Arizona,2011,18,181,23425
Arkansas,2011,18,14,2221
California,2011,18,734,34198
Colorado,2011,18,151,19881
Connecticut,2011,18,4,3353
Delaware,2011,18,3,3475
District of Columbia,2011,18,0,1312
Georgia,2011,18,446,34046
Hawaii,2011,18,8,1325
Idaho,2011,18,58,3659
Illinois,2011,18,479,35533
Indiana,2011,18,46,10361
Iowa,2011,18,5,2065
Kansas,2011,18,32,6710
Kentucky,2011,18,72,12985
Louisiana,2011,18,184,12210
Maine,2011,18,25,5032
Maryland,2011,18,83,7328
Massachusetts,2011,18,244,26732
Michigan,2011,18,79,14191
Minnesota,2011,18,24,4075
Mississippi,2011,18,355,15292
Missouri,2011,18,38,6292
Montana,2011,18,0,3191
Nebraska,2011,18,9,2135
Nevada,2011,18,273,10866
New Hampshire,2011,18,3,3988
New Jersey,2011,18,93,4625
New Mexico,2011,18,135,8147
New York,2011,18,153,9185
North Carolina,2011,18,50,15589
North Dakota,2011,18,4,1624
Ohio,2011,18,68,10275
Oklahoma,2011,18,7,2255
Oregon,2011,18,29,3136
Pennsylvania,2011,18,141,13653
Rhode Island,2011,18,25,6398
South Carolina,2011,18,12,5216
South Dakota,2011,18,27,4485
Tennessee,2011,18,10,9223
Texas,2011,18,662,40684
Utah,2011,18,26,8190
Vermont,2011,18,40,2642
Virginia,2011,18,672,62644
Washington,2011,18,16,2220
West Virginia,2011,18,37,8924
Wisconsin,2011,18,18,4273
Wyoming,2011,18,7,2773
New York City,2011,18,1054,92602
Alabama,2011,19,180,6802
Alaska,2011,19,7,1946
Arizona,2011,19,156,22737
Arkansas,2011,19,10,1405
California,2011,19,672,32736
Colorado,2011,19,113,18698
Connecticut,2011,19,3,2336
Delaware,2011,19,1,2193
District of Columbia,2011,19,0,756
Georgia,2011,19,488,33556
Hawaii,2011,19,18,1275
Idaho,2011,19,50,3445
Illinois,2011,19,575,36148
Indiana,2011,19,59,8638
Iowa,2011,19,3,1792
Kansas,2011,19,31,7306
Kentucky,2011,19,19,14187
Louisiana,2011,19,107,14308
Maine,2011,19,25,4919
Maryland,2011,19,72,7097
Massachusetts,2011,19,200,26661
Michigan,2011,19,84,14373
Minnesota,2011,19,22,3779
Mississippi,2011,19,378,15735
Missouri,2011,19,54,5993
Montana,2011,19,0,3023
Nebraska,2011,19,7,2471
Nevada,2011,19,250,10328
New Hampshire,2011,19,3,4249
New Jersey,2011,19,102,4590
New Mexico,2011,19,132,7523
New York,2011,19,164,9529
North Carolina,2011,19,50,12328
North Dakota,2011,19,1,1463
Ohio,2011,19,39,10063
Oklahoma,2011,19,8,2062
Oregon,2011,19,28,3011
Pennsylvania,2011,19,120,12038
Rhode Island,2011,19,3,6012
South Carolina,2011,19,3,5114
South Dakota,2011,19,28,4462
Tennessee,2011,19,7,8669
Texas,2011,19,730,40821
Utah,2011,19,26,7800
Vermont,2011,19,52,2644
Virginia,2011,19,705,66245
Washington,2011,19,11,1894
West Virginia,2011,19,38,9800
Wisconsin,2011,19,8,3514
Wyoming,2011,19,18,2600
New York City,2011,19,1170,97960
Alabama,2011,20,161,6533
Alaska,2011,20,6,1959
Arizona,2011,20,124,21776
Arkansas,2011,20,6,1153
California,2011,20,700,32820
Colorado,2011,20,118,18806
Connecticut,2011,20,2,2127
Delaware,2011,20,2,1858
District of Columbia,2011,20,40,1876
Georgia,2011,20,491,31115
Hawaii,2011,20,19,1350
Idaho,2011,20,65,3543
Illinois,2011,20,392,32750
Indiana,2011,20,43,8268
Iowa,2011,20,3,1768
Kansas,2011,20,39,6110
Kentucky,2011,20,18,14193
Louisiana,2011,20,178,16480
Maine,2011,20,16,4324
Maryland,2011,20,55,6469
Massachusetts,2011,20,214,26344
Michigan,2011,20,92,10951
Minnesota,2011,20,26,3437
Mississippi,2011,20,334,15274
Missouri,2011,20,41,5711
Montana,2011,20,0,1696
Nebraska,2011,20,8,2025
Nevada,2011,20,64,8111
New Hampshire,2011,20,3,4407
New Jersey,2011,20,162,6020
New Mexico,2011,20,121,7779
New York,2011,20,57,8103
North Carolina,2011,20,37,11800
North Dakota,2011,20,4,1167
Ohio,2011,20,48,9879
Oklahoma,2011,20,5,2318
Oregon,2011,20,31,2873
Pennsylvania,2011,20,113,11227
Rhode Island,2011,20,1,5002
South Carolina,2011,20,7,5376
South Dakota,2011,20,22,4207
Tennessee,2011,20,5,9060
Texas,2011,20,574,39895
Utah,2011,20,31,8503
Vermont,2011,20,38,2609
Virginia,2011,20,709,62220
Washington,2011,20,8,1606
West Virginia,2011,20,34,10125
Wisconsin,2011,20,15,2861
Wyoming,2011,20,10,2354
New York City,2011,20,1018,89747
Alabama,2011,21,167,6121
Alaska,2011,21,14,1953
Arizona,2011,21,137,24662
Arkansas,2011,21,12,1158
California,2011,21,583,27674
Colorado,2011,21,112,18880
Connecticut,2011,21,1,1596
Delaware,2011,21,0,329
District of Columbia,2011,21,37,1775
Georgia,2011,21,373,30064
Hawaii,2011,21,24,1286
Idaho,2011,21,50,3217
Illinois,2011,21,381,30764
Indiana,2011,21,35,7634
Iowa,2011,21,2,1728
Kansas,2011,21,25,3748
